original_id	matched_id	similarity_score	notes
4QJU-A	4qjn_A	NA	Stage 2
4QKS-A	4qks_A	NA	Stage 1
4QL5-A	4ql5_A	NA	Stage 1
4QLO-A	4qlo_A	NA	Stage 1
4QLZ-A	4qlz_A	NA	Stage 1
4QMG-A	4qmg_A	NA	Stage 1
4QRI-A	4qri_A	NA	Stage 1
4QRO-A	3s4t_A	NA	Stage 2
4QSF-A	3rhg_A	NA	Stage 2
4QTS-A	4qts_A	NA	Stage 1
4QVX-A	4qvx_A	NA	Stage 1
4QX5-A	4ku7_A	NA	Stage 2
4QXD-A	4qxd_A	NA	Stage 1
4QYZ-K	4qyz_K	NA	Stage 1
4QZD-A	4qzc_A	NA	Stage 2
4R08-A	3w3g_A	NA	Stage 2
4R1Z-A	4r1z_A	NA	Stage 1
4R3U-C	4r3u_C	NA	Stage 1
4R6B-A	4r6b_A	NA	Stage 1
4R6F-A	4r6f_A	NA	Stage 1
4R9X-A	4r9x_A	NA	Stage 1
4RC6-B	4rc6_B	NA	Stage 1
4REI-A	4reh_A	NA	Stage 2
4RF9-A	4rf6_A	NA	Stage 2
4RKU-G	4rku_G	NA	Stage 1
4RMP-A	4rmp_A	NA	Stage 1
4RMP-B	4rmp_B	NA	Stage 1
4RQO-A	4rqo_A	NA	Stage 1
4RR9-A	4rr6_A	NA	Stage 2
4RS1-B	4rs1_B	NA	Stage 1
4RSI-B	4rsi_B	NA	Stage 1
4RSM-A	4rsm_A	NA	Stage 1
4RSO-A	4rso_A	NA	Stage 1
4RT7-A	4rt7_A	NA	Stage 1
4RYZ-A	4rse_A	NA	Stage 2
4TO8-A	4to8_A	NA	Stage 1
4TW5-A	4tw5_A	NA	Stage 1
4TWB-A	4twb_A	NA	Stage 1
4TX4-B	4tx4_A	NA	Stage 2
4TX8-A	4tx8_A	NA	Stage 1
4TXK-A	4txi_A	NA	Stage 2
4TXN-A	4txh_A	NA	Stage 2
4U1E-I	3jap_q	NA	Stage 2
4U28-A	4u28_A	NA	Stage 1
4U2L-A	4u2l_A	NA	Stage 1
4U2V-B	4u2v_A	0.9905	Stage 3
4U39-J	4u39_J	NA	Stage 1
4U3T-A	4u3t_A	NA	Stage 1
4U4P-B	4u4p_B	NA	Stage 1
4U8U-A	4u8u_A	NA	Stage 1
4UAO-A	4uao_A	NA	Stage 1
4UDF-1B	5mqc_B	0.3983	Stage 3
4UEG-A	4ueg_A	NA	Stage 1
4UER-V	4uer_V	NA	Stage 1
4UF2-A	4uf2_A	NA	Stage 1
4UG0-LI	4ug0_LI	NA	Stage 1
4UHD-A	4uhc_A	NA	Stage 2
4UHT-A	4uht_A	NA	Stage 1
4UJ4-C	4uj3_C	NA	Stage 2
4UNZ-A	4uny_A	NA	Stage 2
4UOP-A	4uop_A	NA	Stage 1
4UPH-A	4uph_A	NA	Stage 1
4URI-A	4uri_A	NA	Stage 1
4UTT-A	4utt_A	NA	Stage 1
4UZC-A	2ypy_A	NA	Stage 2
4UZD-A	4uzd_A	NA	Stage 1
4UZV-A	4uzv_A	NA	Stage 1
4V03-A	4v03_A	NA	Stage 1
4V0B-A	2muy_A	NA	Stage 2
4V19-F	4v19_F	NA	Stage 1
4V3P-Lf	4v3p_Lf	NA	Stage 1
4V3P-Li	4v3p_Li	NA	Stage 1
4V3P-Ls	4v3p_Ls	NA	Stage 1
4V3P-LX	4v3p_LX	NA	Stage 1
4V3P-SC	4v3p_SC	NA	Stage 1
4V3P-SJ	4v3p_SJ	NA	Stage 1
4V3P-SS	4v3p_SS	NA	Stage 1
4V4B-AO	4v4b_AO	NA	Stage 1
4V4B-BE	4v4b_BE	NA	Stage 1
4V5D-BH	1vvj_RH	NA	Stage 2
4V5K-AY	4v5k_AY	NA	Stage 1
4V5M-B2	1vvj_R2	NA	Stage 2
4V5O-AL	4bts_AL	NA	Stage 2
4V61-BI	4v61_BI	NA	Stage 1
4V61-BZ	4v61_BZ	NA	Stage 1
4V62-AH	1s5l_H	NA	Stage 2
4V6U-AV	4v4n_BV	NA	Stage 2
4V6U-Bk	4v6u_Bk	NA	Stage 1
4V6U-BW	4v4n_AW	NA	Stage 2
4V6V-A1	4v6v_A1	NA	Stage 1
4V6W-Ci	4v6w_Ci	NA	Stage 1
4V7E-Be	4v3p_SZ	NA	Stage 2
4V7F-o	3jct_b	NA	Stage 2
4V7H-AC	4v7h_AC	NA	Stage 1
4V7H-AL	4v4b_AL	NA	Stage 2
4V7H-AO	4v7h_AO	NA	Stage 1
4V7H-B0	4v7h_B0	NA	Stage 1
4V7H-BX	4v7h_BX	NA	Stage 1
4V7O-A5	4v7o_A5	NA	Stage 1
4V84-BY	4v83_BY	NA	Stage 2
4V8M-A0	4v8m_A0	NA	Stage 1
4V8M-AE	4v8m_AE	NA	Stage 1
4V8M-Bc	4v8m_Bc	NA	Stage 1
4V8M-BM	4v8m_BM	NA	Stage 1
4V8M-BN	4v8m_BN	NA	Stage 1
4V8M-BX	4v8m_BX	NA	Stage 1
4V8M-BZ	4v8m_BZ	NA	Stage 1
4V8P-AE	4v8p_AE	NA	Stage 1
4V8P-AJ	4v8p_AJ	NA	Stage 1
4V8P-AX	4v8p_AX	NA	Stage 1
4V8P-BC	4v8p_BC	NA	Stage 1
4V8P-BM	4v8p_BM	NA	Stage 1
4V98-AM	4v98_A1	NA	Stage 2
4V98-AO	4v98_A3	NA	Stage 2
4W6V-A	4w6v_A	NA	Stage 1
4W7S-A	4w7s_A	NA	Stage 1
4W91-A	4w91_A	NA	Stage 1
4W9B-A	4w9a_A	NA	Stage 2
4WCE-M	4wce_M	NA	Stage 1
4WEM-A	4wem_A	NA	Stage 1
4WER-A	4wer_A	NA	Stage 1
4WFB-D	4wce_D	NA	Stage 2
4WKI-A	4wk7_A	NA	Stage 2
4WNZ-A	4wnz_A	NA	Stage 1
4WOP-A	4wop_A	NA	Stage 1
4WSH-A	4wsh_A	NA	Stage 1
4WSS-A	4wss_A	NA	Stage 1
4WUH-A	4wt0_A	NA	Stage 2
4WV3-A	4wv3_A	NA	Stage 1
4WVM-A	4wvm_A	NA	Stage 1
4WVM-B	4wvm_B	NA	Stage 1
4WW2-A	4ww1_A	NA	Stage 2
4WWA-B	4ww7_B	NA	Stage 2
4WWM-A	4wwm_A	NA	Stage 1
4WY0-A	4wy0_A	NA	Stage 1
4WYK-A	4wyk_A	NA	Stage 1
4WZ6-A	2bbs_A	NA	Stage 2
4X33-B	4x33_B	NA	Stage 1
4X3F-A	4x3f_A	NA	Stage 1
4XA4-A	4xa4_A	NA	Stage 1
4XAT-A	4xat_A	NA	Stage 1
4XAV-A	4xav_A	NA	Stage 1
4XB1-A	4xb1_A	NA	Stage 1
4XB5-A	4xb5_A	NA	Stage 1
4XC5-A	4xc5_A	NA	Stage 1
4XCG-B	4xcg_B	NA	Stage 1
4XDX-A	4xdx_A	NA	Stage 1
4XG1-A	4xg1_A	NA	Stage 1
4XI7-A	4xi6_A	NA	Stage 2
4XKM-A	4xkm_A	NA	Stage 1
4XLT-A	4xlt_A	NA	Stage 1
4XLW-B	4xlw_B	NA	Stage 1
4XMN-B	4xmm_B	NA	Stage 2
4XNZ-L	4xnz_C	NA	Stage 2
4XQ0-A	4xpz_A	NA	Stage 2
4XUN-A	4xun_A	NA	Stage 1
4XXJ-A	4xxj_A	NA	Stage 1
4XZ3-B	4xyl_B	NA	Stage 2
4XZ9-A	4xz9_A	NA	Stage 1
4Y0A-A	4y0a_A	NA	Stage 1
4Y1L-C	4y1l_C	NA	Stage 1
4Y28-D	4y28_D	NA	Stage 1
4Y4N-A	4y4n_A	NA	Stage 1
4Y6X-A	4y6t_A	NA	Stage 2
4Y8F-A	4y8f_A	NA	Stage 1
4Y91-A	4y91_A	NA	Stage 1
4YBB-AF	4ybb_AF	NA	Stage 1
4YBG-A	4ybg_A	NA	Stage 1
4YE4-G	4ye4_G	NA	Stage 1
4YG1-A	4yg1_A	NA	Stage 1
4YHD-A	4yhd_A	NA	Stage 1
4YJ1-A	4yj1_A	NA	Stage 1
4YJY-A	4yjy_A	NA	Stage 1
4YK8-A	4yk8_A	NA	Stage 1
4YKE-A	4yke_A	NA	Stage 1
4YKF-A	4o5q_A	NA	Stage 2
4YLA-A	4yl7_A	NA	Stage 2
4YN5-A	4yn5_A	NA	Stage 1
4YNZ-A	4ynz_A	NA	Stage 1
4YPT-A	4ypt_A	NA	Stage 1
4YSH-A	4ysh_A	NA	Stage 1
4YUC-A	4yuc_A	NA	Stage 1
4YWO-A	4ywo_A	NA	Stage 1
4Z32-A	4z32_A	NA	Stage 1
4Z4K-A	4z4k_A	NA	Stage 1
4Z5S-A	4z5s_A	NA	Stage 1
4Z8I-A	4z8i_A	NA	Stage 1
4Z8X-A	4ww0_A	NA	Stage 2
4ZB1-A	4zb1_A	NA	Stage 1
4ZDW-B	4zdw_B	NA	Stage 1
4ZHT-A	4zht_A	NA	Stage 1
4ZI9-A	4zi9_A	NA	Stage 1
4ZJU-A	4zju_A	NA	Stage 1
4ZK7-M	4zk7_M	NA	Stage 1
4ZKU-A	4zkp_A	NA	Stage 2
4ZM6-A	4zm6_A	NA	Stage 1
4ZMS-A	4zmr_A	NA	Stage 2
4ZNG-C	4zng_A	NA	Stage 2
4ZNZ-A	1i6o_A	NA	Stage 2
4ZPQ-A	4zpo_A	NA	Stage 2
4ZQY-A	4zqy_A	NA	Stage 1
4ZRI-A	4zri_A	NA	Stage 1
4ZS8-A	4zs8_A	NA	Stage 1
4ZW0-A	4zw0_A	NA	Stage 1
4ZXC-W	4zxa_W	NA	Stage 2
4ZXD-A	4zxa_A	NA	Stage 2
4ZXS-B	4zxs_B	NA	Stage 1
4ZZQ-A	4zzq_A	NA	Stage 1
4ZZV-A	4zzt_A	0.9977	Stage 3
5A0Z-A	5a0z_A	NA	Stage 1
5A24-A	5a24_A	NA	Stage 1
5A2I-H	5a2i_H	NA	Stage 1
5A5T-C	5a5t_C	NA	Stage 1
5A79-A	5a79_A	NA	Stage 1
5A7M-A	5a7m_A	NA	Stage 1
5A89-A	5a88_A	NA	Stage 2
5A8D-A	5a8c_A	NA	Stage 2
5A8R-A	5a8r_A	NA	Stage 1
5ABS-A	5abs_A	NA	Stage 1
5AFD-A	5afd_A	NA	Stage 1
5AG3-A	5ag3_A	NA	Stage 1
5AG9-A	5ag9_A	NA	Stage 1
5AJ4-AB	5aj4_AB	NA	Stage 1
5AJ4-AC	5aj4_AC	NA	Stage 1
5AJ4-Ah	5aj4_Ah	NA	Stage 1
5AMB-A	3nxq_A	NA	Stage 2
5AOG-A	5aog_A	NA	Stage 1
5APN-y	5apn_y	NA	Stage 1
5AQ9-A	5aq9_A	NA	Stage 1
5AR1-A	5ar1_A	NA	Stage 1
5AR8-A	5ar2_A	NA	Stage 2
5AYI-A	5ayi_A	NA	Stage 1
5B2G-B	5b2g_B	NA	Stage 1
5B4S-A	5b4s_A	NA	Stage 1
5B4X-B	5b4x_B	NA	Stage 1
5BN1-A	5bn1_A	NA	Stage 1
5BN7-A	5bn7_A	NA	Stage 1
5BNX-C	5bnv_C	NA	Stage 2
5BO8-A	5bo8_A	NA	Stage 1
5BO9-A	5bo6_A	NA	Stage 2
5BQN-A	5bqn_A	NA	Stage 1
5BRA-A	5bra_A	NA	Stage 1
5BSW-A	5bsw_A	NA	Stage 1
5BVS-A	5bvq_A	NA	Stage 2
5BVT-A	5bvt_A	NA	Stage 1
5BWE-B	4pkf_B	NA	Stage 2
5BWL-A	5bwl_A	NA	Stage 1
5BWM-B	4xsg_B	NA	Stage 2
5BXH-A	5bxh_A	NA	Stage 1
5BXY-A	5bxy_A	NA	Stage 1
5BZ0-A	5bz0_A	NA	Stage 1
5C0S-A	5c0s_A	NA	Stage 1
5C21-A	5c21_A	NA	Stage 1
5C26-A	3tuc_A	NA	Stage 2
5C2I-A	5c2i_A	NA	Stage 1
5C2Y-A	5c2y_A	NA	Stage 1
5C30-A	5c30_A	NA	Stage 1
5C32-B	5c32_A	NA	Stage 2
5C3I-D	5c3i_D	NA	Stage 1
5C3L-A	5c3l_A	NA	Stage 1
5C4W-B	4jgy_B	NA	Stage 2
5C53-B	5c53_B	NA	Stage 1
5C5B-A	5c5b_A	NA	Stage 1
5C6R-A	5c6r_A	NA	Stage 1
5C9N-A	5c9n_A	NA	Stage 1
5CAJ-A	5caj_A	NA	Stage 1
5CBH-A	5cbf_A	NA	Stage 2
5CCB-B	5ccb_B	NA	Stage 1
5CED-A	5cec_A	NA	Stage 2
5CEF-A	5cef_A	NA	Stage 1
5CHC-B	4ydd_B	NA	Stage 2
5CHZ-A	5chz_A	NA	Stage 1
5CJ9-A	5cj9_A	NA	Stage 1
5CLQ-B	5cll_B	NA	Stage 2
5CM2-Z	5cm2_Z	NA	Stage 1
5CM6-A	5cm6_A	NA	Stage 1
5CM8-A	4jgw_A	NA	Stage 2
5CNM-A	4xar_A	NA	Stage 2
5CUY-A	5cuy_A	NA	Stage 1
5CVI-A	5cvi_A	NA	Stage 1
5CWA-A	5cwa_A	NA	Stage 1
5CXP-A	5cxp_A	NA	Stage 1
5CYL-A	5cyl_A	NA	Stage 1
5CYV-A	5cyv_A	NA	Stage 1
5CZ2-A	5cz2_A	NA	Stage 1
5D18-A	5d18_A	NA	Stage 1
5D3M-C	5d3m_C	NA	Stage 1
5D3Z-A	5d3k_A	NA	Stage 2
5DCV-A	5dcv_A	NA	Stage 1
5DGE-C0	4u3m_C0	NA	Stage 2
5DIS-C	5dis_C	NA	Stage 1
5DJU-B	5dju_B	NA	Stage 1
5DJW-A	5djw_A	NA	Stage 1
5DL6-A	5dl6_A	NA	Stage 1
5DLL-A	5dll_A	NA	Stage 1
5DM6-H	1nkw_I	NA	Stage 2
5DMQ-A	5dmq_A	NA	Stage 1
5DMZ-A	5dmz_A	NA	Stage 1
5DND-A	5dnd_A	NA	Stage 1
5DOQ-A	5doq_A	NA	Stage 1
5DOR-A	5dor_A	NA	Stage 1
5DSY-A	5dsy_A	NA	Stage 1
5DT6-A	5dt6_A	NA	Stage 1
5E38-A	5e38_A	NA	Stage 1
5E3V-A	5e3v_A	NA	Stage 1
5E4A-A	5e4a_A	NA	Stage 1
5E4V-A	5e4v_A	NA	Stage 1
5E70-A	4lpc_A	NA	Stage 2
5E7C-Z	1s5l_Z	NA	Stage 2
5E7G-A	5e7g_A	NA	Stage 1
5E8C-A	5e8c_A	NA	Stage 1
5E8L-A	5e8l_A	NA	Stage 1
5E9H-A	5e9h_A	NA	Stage 1
5ED8-A	5ed8_A	NA	Stage 1
5EF4-A	5ef4_A	NA	Stage 1
5EFZ-A	5e4y_A	NA	Stage 2
5EHF-A	5ehf_A	NA	Stage 1
5EMP-A	5emc_A	NA	Stage 2
5ENU-A	5enu_A	NA	Stage 1
5ENY-A	5eny_A	NA	Stage 1
5EOV-A	5eov_A	NA	Stage 1
5EP8-A	5ep8_A	NA	Stage 1
5EQW-A	5eqw_A	NA	Stage 1
5ESZ-C	5esz_C	NA	Stage 1
5EUA-A	5eoo_A	NA	Stage 2
5EUF-A	5euf_A	NA	Stage 1
5EY3-A	5ey3_A	NA	Stage 1
5EYO-A	5eyo_A	NA	Stage 1
5EYW-A	5eyw_A	NA	Stage 1
5EZ3-A	5ez3_A	NA	Stage 1
5F1N-B	5f1n_B	NA	Stage 1
5F22-B	5f22_B	NA	Stage 1
5F3Y-A	5f3y_A	NA	Stage 1
5F56-A	5f54_A	NA	Stage 2
5F8E-A	5f8c_A	NA	Stage 2
5FAL-A	5fal_A	NA	Stage 1
5FAU-A	5fau_A	NA	Stage 1
5FB3-A	5fb3_A	NA	Stage 1
5FDS-A	5fds_A	NA	Stage 1
5FG0-A	5fg0_A	NA	Stage 1
5FGJ-A	5fgj_A	NA	Stage 1
5FIS-B	5fis_B	NA	Stage 1
5FIY-A	5fiy_A	NA	Stage 1
5FJV-A	5fjv_A	NA	Stage 1
5FLV-A	5flv_A	NA	Stage 1
5FMG-D	5fmg_D	NA	Stage 1
5FQ2-B	5fq2_B	NA	Stage 1
5FQM-A	5fqm_A	NA	Stage 1
5FTA-A	5fta_A	NA	Stage 1
5FUB-A	5fub_A	NA	Stage 1
5FUG-A	5fug_A	NA	Stage 1
5FUG-C	5fug_C	NA	Stage 1
5FUR-L	5fur_L	NA	Stage 1
5FUU-A	5fuu_A	NA	Stage 1
5FW4-A	5fw4_A	NA	Stage 1
5FWZ-A	5fwz_A	NA	Stage 1
5FXI-A	5fxg_A	NA	Stage 2
5FYF-A	5fyf_A	NA	Stage 1
5FYJ-G	5fyj_G	NA	Stage 1
5G1D-A	5g1d_A	NA	Stage 1
5G4D-A	5g4d_A	NA	Stage 1
5G5P-A	5g5p_A	NA	Stage 1
5GJW-B	5gjv_B	NA	Stage 2
5GLA-A	5gla_A	NA	Stage 1
5GLR-A	5glk_A	NA	Stage 2
5GM6-g	5gm6_g	NA	Stage 1
5GMK-d	5gm6_d	NA	Stage 2
5GN7-A	3vv9_A	NA	Stage 2
5GNX-A	5gnx_A	NA	Stage 1
5GP4-C	5gp4_A	NA	Stage 2
5GPN-W	5gpn_W	NA	Stage 1
5GPY-A	5gpy_A	NA	Stage 1
5GQY-A	5gqu_A	NA	Stage 2
5GSM-A	5gsm_A	NA	Stage 1
5GT5-A	5gt5_A	NA	Stage 1
5GTJ-A	5gtj_A	NA	Stage 1
5GUP-b	5gup_b	NA	Stage 1
5GUP-i	5gpn_f	NA	Stage 2
5GV1-A	5gv1_A	NA	Stage 1
5GVT-A	5gvt_A	NA	Stage 1
5GW1-A	5gw0_A	NA	Stage 2
5GZB-A	5gzb_A	NA	Stage 1
5H1S-Y	5h1s_Y	NA	Stage 1
5H1Y-A	5h1y_A	NA	Stage 1
5H2Q-A	5h2q_A	NA	Stage 1
5H3G-A	5h3g_A	NA	Stage 1
5H4P-T	3j6x_61	NA	Stage 2
5H53-B	5h53_B	NA	Stage 1
5H8W-A	5h8w_A	NA	Stage 1
5H9H-A	5h9h_A	NA	Stage 1
5H9M-A	5h9m_A	NA	Stage 1
5HBA-A	5hba_A	NA	Stage 1
5HEE-A	5hee_A	NA	Stage 1
5HFJ-A	5hfj_A	NA	Stage 1
5HJK-A	5hji_A	NA	Stage 2
5HKJ-A	5hkj_A	NA	Stage 1
5HKK-H	2qe7_H	NA	Stage 2
5HL7-P	4wce_P	NA	Stage 2
5HSQ-A	5hsq_A	NA	Stage 1
5HUD-A	5huc_A	NA	Stage 2
5HUH-A	5huh_A	NA	Stage 1
5HX0-A	5hx0_A	NA	Stage 1
5HXV-A	5hxv_A	NA	Stage 1
5I0A-A	5i0a_A	NA	Stage 1
5I4C-A	5i4c_A	NA	Stage 1
5I4J-A	5i4j_A	NA	Stage 1
5I6S-A	5i6s_A	NA	Stage 1
5I8S-A	5i8s_A	NA	Stage 1
5IAA-A	5iaa_A	NA	Stage 1
5IBX-C	5ibx_A	NA	Stage 2
5IC8-A	5ic8_A	NA	Stage 1
5IKL-B	5ikl_B	NA	Stage 1
5IM4-F	5im4_F	NA	Stage 1
5IMR-C	5imq_B	NA	Stage 2
5IMY-A	5imy_A	NA	Stage 1
5IT7-dd	5it7_dd	NA	Stage 1
5IT7-GG	5it7_GG	NA	Stage 1
5IT7-JJ	5it7_JJ	NA	Stage 1
5IT7-qq	5it7_qq	NA	Stage 1
5IT7-XX	5it7_XX	NA	Stage 1
5ITV-A	5itv_A	NA	Stage 1
5IWQ-A	5iwq_A	NA	Stage 1
5IXM-A	5ixm_A	NA	Stage 1
5IZ3-A	5iz3_A	NA	Stage 1
5IZ6-A	3nmw_A	NA	Stage 2
5J3B-A	5j3b_A	NA	Stage 1
5J4D-BB	1fjg_S	NA	Stage 2
5J6H-A	5j6h_A	NA	Stage 1
5J7I-A	5j78_A	NA	Stage 2
5J8B-J	4v63_BJ	NA	Stage 2
5JAX-A	5j48_A	NA	Stage 2
5JCN-A	5jcm_A	NA	Stage 2
5JEA-K	5jea_K	NA	Stage 1
5JGL-A	5jgj_A	NA	Stage 2
5JHF-A	5jhf_A	NA	Stage 1
5JJA-C	5jja_C	NA	Stage 1
5JNU-A	5jnu_A	NA	Stage 1
5JPE-A	5jpe_A	NA	Stage 1
5JPH-A	5jph_A	NA	Stage 1
5JQS-A	5jkn_A	NA	Stage 2
5JRJ-A	5jrj_A	NA	Stage 1
5JTI-A	5jti_A	NA	Stage 1
5JX1-A	5jx1_A	NA	Stage 1
5JY6-A	4qx6_A	NA	Stage 2
5K36-E	4oo1_E	NA	Stage 2
5K3G-A	5k3g_A	NA	Stage 1
5K52-A	5k52_A	NA	Stage 1
5K53-A	5k53_A	NA	Stage 1
5K58-E	5k58_A	NA	Stage 2
5K5S-A	5k5s_A	NA	Stage 1
5K9M-A	5inj_A	NA	Stage 2
5KBF-A	5kbf_A	NA	Stage 1
5KCK-A	5kck_A	NA	Stage 1
5KE1-A	5ke1_A	NA	Stage 1
5KHA-A	5kha_A	NA	Stage 1
5KHS-B	5khn_A	NA	Stage 2
5KIP-A	5kip_A	NA	Stage 1
5KKP-A	5kkp_A	NA	Stage 1
5KLV-E	1be3_E	NA	Stage 2
5KNH-I	5knh_I	NA	Stage 1
5KOM-A	5kom_A	NA	Stage 1
5KPS-A	5kps_A	NA	Stage 1
5KQV-E	5kqv_E	NA	Stage 1
5KRV-A	5kqo_A	NA	Stage 2
5KSH-A	5ksh_A	NA	Stage 1
5KTG-A	5ktg_A	NA	Stage 1
5KVR-A	5kvr_A	NA	Stage 1
5KVU-A	5kvu_A	NA	Stage 1
5KWG-C	5kwg_C	NA	Stage 1
5KZ7-A	5kz7_A	NA	Stage 1
5L0I-A	5l0h_A	NA	Stage 2
5L0P-A	5l0p_A	NA	Stage 1
5L18-A	5l14_A	NA	Stage 2
5L1U-A	5l1u_A	NA	Stage 1
5L1X-A	5l1x_A	NA	Stage 1
5L3P-z	5l3p_z	NA	Stage 1
5L7N-A	5l7n_A	NA	Stage 1
5L83-A	5l83_A	NA	Stage 1
5L8S-A	5l8s_A	NA	Stage 1
5L9U-G	4ui9_W	NA	Stage 2
5LC5-E	5lc5_E	NA	Stage 1
5LCX-A	5lcx_A	NA	Stage 1
5LD5-A	5ld5_A	NA	Stage 1
5LDA-A	5lda_A	NA	Stage 1
5LDN-A	5ldn_A	NA	Stage 1
5LDO-A	5ldi_A	NA	Stage 2
5LDW-W	5lc5_W	NA	Stage 2
5LDW-Y	5ldw_Y	NA	Stage 1
5LH9-A	5lh9_A	NA	Stage 1
5LII-P	5lii_P	NA	Stage 1
5LJ6-A	5lil_A	NA	Stage 2
5LJV-A	5ljv_A	NA	Stage 1
5LKB-A	5lkb_A	NA	Stage 1
5LLY-D	5lly_A	NA	Stage 2
5LNK-A	5lnk_A	NA	Stage 1
5LNK-K	5lnk_K	NA	Stage 1
5LNK-L	5lnk_L	NA	Stage 1
5LNK-Z	5lnk_Z	NA	Stage 1
5LOB-A	5lo8_A	NA	Stage 2
5LQD-A	5lqd_A	NA	Stage 1
5LQZ-W	5lqx_W	NA	Stage 2
5LSJ-N	5lsj_G	NA	Stage 2
5LSQ-A	5lsq_A	NA	Stage 1
5LWG-B	5lwg_B	NA	Stage 1
5LY3-A	4cj7_A	NA	Stage 2
5LYW-A	5lyw_A	NA	Stage 1
5LZS-B	5lzs_B	NA	Stage 1
5LZY-CC	5lzs_CC	NA	Stage 2
5M1H-A	5m1h_A	NA	Stage 1
5M21-B	5m21_B	NA	Stage 1
5M3K-C	5m3k_C	NA	Stage 1
5M72-B	5m72_B	NA	Stage 1
5M73-D	5m73_D	NA	Stage 1
5M88-A	5m88_A	NA	Stage 1
5M99-B	5m99_B	NA	Stage 1
5MBA-A	1mba_A	NA	Stage 2
5MDW-r	3iyx_M	NA	Stage 2
5ME5-A	5me5_A	NA	Stage 1
5ME6-A	5me6_A	NA	Stage 1
5MEF-A	5mef_A	NA	Stage 1
5MGZ-A	5mgz_A	NA	Stage 1
5MHF-A	5mhf_A	NA	Stage 1
5MHP-A	5m7m_A	NA	Stage 2
5MHR-A	2oj5_A	NA	Stage 2
5MKQ-A	5mko_A	NA	Stage 2
5MLC-7	5h1s_g	NA	Stage 2
5MLV-I	5mlv_C	NA	Stage 2
5MMI-Q	4v61_BR	NA	Stage 2
5MMJ-f	5mmj_f	NA	Stage 1
5MMM-J	4v61_BK	NA	Stage 2
5MMM-v	5mmj_v	NA	Stage 2
5MMM-Y	5mlc_Y	NA	Stage 2
5MO9-X	5mo9_X	NA	Stage 1
5MRC-BB	5mrc_BB	NA	Stage 1
5MRF-K	5mrc_K	NA	Stage 2
5MS3-A	5ms3_A	NA	Stage 1
5MSL-A	5msl_A	NA	Stage 1
5MTI-A	5mti_A	NA	Stage 1
5MUX-A	5mux_A	NA	Stage 1
5MVH-A	5mvh_A	NA	Stage 1
5MWL-A	5mw8_A	NA	Stage 2
5MX0-A	5mx0_A	NA	Stage 1
5MXA-A	4grw_B	NA	Stage 2
5MXZ-A	5mxz_A	NA	Stage 1
5MYJ-AC	5myj_AC	NA	Stage 1
5MYJ-AE	5myj_AE	NA	Stage 1
5MYJ-AG	5myj_AG	NA	Stage 1
5MYJ-AM	5myj_AM	NA	Stage 1
5MYJ-AO	5myj_AO	NA	Stage 1
5MYJ-BG	5myj_BG	NA	Stage 1
5MYJ-BP	5myj_BP	NA	Stage 1
5MZW-A	5mzw_A	NA	Stage 1
5N07-A	5n07_A	NA	Stage 1
5N11-A	5n11_A	NA	Stage 1
5N28-C	5n28_C	NA	Stage 1
5N4H-A	5n4h_A	NA	Stage 1
5N4W-B	4awj_A	NA	Stage 2
5N6A-A	5n69_A	NA	Stage 2
5N6M-A	5n6m_A	NA	Stage 1
5N6N-A	5n6n_A	NA	Stage 1
5N8B-A	5n7x_A	NA	Stage 2
5N8S-A	5n8r_A	NA	Stage 2
5N97-A	5n97_A	NA	Stage 1
5N9B-A	5n9b_A	NA	Stage 1
5NA2-A	5na2_A	NA	Stage 1
5NBN-G	5nbn_G	NA	Stage 1
5NCS-A	5ncs_A	NA	Stage 1
5NCU-A	5ncu_A	NA	Stage 1
5ND4-A	5nd4_A	NA	Stage 1
5ND8-p	5nd8_p	NA	Stage 1
5ND8-t	5nd8_t	NA	Stage 1
5NED-C	5ne4_3	NA	Stage 2
5NEN-A	5nen_A	NA	Stage 1
5NGW-A	5ngw_A	NA	Stage 1
5NJ6-A	5nj6_A	NA	Stage 1
5NJB-B	5nj5_B	NA	Stage 2
5NJT-d	3j3v_K	NA	Stage 2
5NJT-o	5njt_o	NA	Stage 1
5NL9-A	5nl9_A	NA	Stage 1
5NLC-A	5nlc_A	NA	Stage 1
5NLM-A	5nlm_A	NA	Stage 1
5NOP-A	5nop_A	NA	Stage 1
5NRK-B	5nrk_B	NA	Stage 1
5NSF-B	5nsf_A	NA	Stage 2
5NW4-Z	5nw4_Z	NA	Stage 1
5NWK-A	5nwi_A	NA	Stage 2
5NWT-M	5nwt_M	NA	Stage 1
5NXJ-A	5nv1_A	NA	Stage 2
5NYY-A	5nxl_A	NA	Stage 2
5NZU-B	5a1u_G	NA	Stage 2
5O0X-A	5o0x_A	NA	Stage 1
5O31-Q	5o31_Q	NA	Stage 1
5O31-R	5o31_R	NA	Stage 1
5O3Z-A	5o3z_A	NA	Stage 1
5O5D-A	5o59_A	0.9977	Stage 3
5O5J-D	5o5j_D	NA	Stage 1
5O5J-P	5o5j_P	NA	Stage 1
5O6Y-B	5o6y_B	NA	Stage 1
5O7H-B	5o7h_B	NA	Stage 1
5O9X-A	5o9x_A	NA	Stage 1
5OAM-K	5oam_K	NA	Stage 1
5OBV-A	5obu_A	NA	Stage 2
5OC7-D	5oc7_A	NA	Stage 2
5OCH-A	5och_A	NA	Stage 1
5OCR-A	5ocr_A	NA	Stage 1
